lavanderie\insetti\Liposcelis bostrychophila
tintorie\insetti\Blatta orientalis
tintorie\insetti\Blattella germanica
tintorie\insetti\Periplaneta americana
tintorie\insetti\Supella longipalpa
tintorie\insetti\Pediculus humanus capitis
tintorie\insetti\Pediculus humanus corporis
tintorie\insetti\Pthirus pubis
tintorie\insetti\Cimex lectularius
tintorie\insetti\Dermatophagoides pteronyssinus
tintorie\insetti\Dermatophagoides farinae
industria-della-lavorazione-carni\insetti\Blattella germanica
industria-della-lavorazione-carni\insetti\Blatta orientalis
industria-della-lavorazione-carni\insetti\Periplaneta americana
industria-della-lavorazione-carni\insetti\Musca domestica
industria-della-lavorazione-carni\insetti\Fannia canicularis
industria-della-lavorazione-carni\insetti\Calliphora vomitoria
industria-della-lavorazione-carni\insetti\Lucilia sericata
industria-della-lavorazione-carni\insetti\Piophila casei
industria-della-lavorazione-carni\insetti\Drosophila melanogaster
industria-della-lavorazione-carni\insetti\Sarcophaga spp.
industria-salumiera\insetti\Blattella germanica
industria-salumiera\insetti\Blattella asahinai
industria-salumiera\insetti\Periplaneta americana
industria-salumiera\insetti\Periplaneta australasiae
industria-salumiera\insetti\Musca domestica
industria-salumiera\insetti\Fannia canicularis
industria-salumiera\insetti\Piophila casei
industria-salumiera\insetti\Drosophila melanogaster
industria-salumiera\insetti\Calliphora vomitoria
industria-salumiera\insetti\Lucilia sericata
industria-avicola\insetti\Blattella germanica
industria-avicola\insetti\Musca domestica
industria-avicola\insetti\Culex pipiens
industria-avicola\insetti\Liposcelis bostrychophila
industria-avicola\insetti\Dermestes maculatus
industria-avicola\insetti\Galleria mellonella
industria-avicola\insetti\Nosema ceranae
industria-avicola\insetti\Varroa destructor
industria-avicola\insetti\Pediculus humanus
industria-avicola\insetti\Sarcoptes scabiei
industria-ittica\insetti\Cimex lectularius
industria-ittica\insetti\Blatta orientalis
industria-ittica\insetti\Pediculus humanus capitis
industria-ittica\insetti\Phthirus pubis
industria-ittica\insetti\Musca domestica
industria-ittica\insetti\Culicidae
industria-ittica\insetti\Simulium spp.
industria-ittica\insetti\Ceratopogonidae
industria-ittica\insetti\Psocoptera
industria-ittica\insetti\Thysanoptera
industria-lattiero-casearia\insetti\Blattella germanica
industria-lattiero-casearia\insetti\Musca domestica
industria-lattiero-casearia\insetti\Fannia canicularis
industria-lattiero-casearia\insetti\Stomoxys calcitrans
industria-lattiero-casearia\insetti\Heliothis zea
industria-lattiero-casearia\insetti\Spodoptera frugiperda
industria-lattiero-casearia\insetti\Piophila casei
industria-lattiero-casearia\insetti\Lucilia sericata
industria-lattiero-casearia\insetti\Calliphoridae spp.
industria-lattiero-casearia\insetti\Sarcophaga spp.
industria-ortofrutticola\insetti\Spodoptera litura
industria-ortofrutticola\insetti\Plutella xylostella
industria-ortofrutticola\insetti\Cydia pomonella
industria-ortofrutticola\insetti\Liriomyza huidobrensis
industria-ortofrutticola\insetti\Frankliniella occidentalis
industria-ortofrutticola\insetti\Drosophila suzukii
industria-ortofrutticola\insetti\Bactrocera oleae
industria-ortofrutticola\insetti\Ceratitis capitata
industria-ortofrutticola\insetti\Aleurothrixus floccosus
industria-ortofrutticola\insetti\Rhagoletis completa
industria-vinicola\insetti\Drosophila melanogaster
industria-vinicola\insetti\Glomeris marginata
industria-vinicola\insetti\Hylotrupes bajulus
industria-vinicola\insetti\Lobesia botrana
industria-vinicola\insetti\Paralobesia viteana
industria-vinicola\insetti\Plenomonas wingfieldi
industria-vinicola\insetti\Scaphoideus titanus
industria-vinicola\insetti\Scyphophorus acupunctatus
industria-vinicola\insetti\Tetranychus urticae
industria-vinicola\insetti\Zaprionus vitis
industria-cerealicola\insetti\Sitophilus granarius
industria-cerealicola\insetti\Sitophilus oryzae
industria-cerealicola\insetti\Rhyzopertha dominica
industria-cerealicola\insetti\Tribolium castaneum
industria-cerealicola\insetti\Tribolium confusum
industria-cerealicola\insetti\Oryzaephilus surinamensis
industria-cerealicola\insetti\Cryptolestes ferrugineus
industria-cerealicola\insetti\Ephestia kuehniella
industria-cerealicola\insetti\Plodia interpunctella
industria-cerealicola\insetti\Acanthoscelides obtectus
industria-dell-acqua-minerale\insetti\Culex pipiens
industria-dell-acqua-minerale\insetti\Aedes aegypti
industria-dell-acqua-minerale\insetti\Anopheles quadrimaculatus
industria-dell-acqua-minerale\insetti\Culicoides impunctatus
industria-dell-acqua-minerale\insetti\Pediculus humanus capitis
industria-dell-acqua-minerale\insetti\Pediculus humanus corporis
industria-dell-acqua-minerale\insetti\Blatta orientalis
industria-dell-acqua-minerale\insetti\Musca domestica
industria-dell-acqua-minerale\insetti\Liposcelis bostrychophila
industria-dell-acqua-minerale\insetti\Thysanoptera
industria-birraria\insetti\Blattella germanica
industria-birraria\insetti\Periplaneta americana
industria-birraria\insetti\Musca domestica
industria-birraria\insetti\Drosophila melanogaster
industria-birraria\insetti\Cimex lectularius
industria-birraria\insetti\Liposcelis bostrychophila
industria-birraria\insetti\Tribolium castaneum
industria-birraria\insetti\Aethina tumida
industria-birraria\insetti\Necrobia rufipes
industria-birraria\insetti\Psococerastis albimana - psocide bianca
industria-dell-automotive\insetti\Blattella germanica
industria-dell-automotive\insetti\Periplaneta americana
industria-dell-automotive\insetti\Supella longipalpa
industria-dell-automotive\insetti\Blattella asahinai
industria-dell-automotive\insetti\Cimex lectularius
industria-dell-automotive\insetti\Cimex hemipterus
industria-dell-automotive\insetti\Pediculus humanus capitis
industria-dell-automotive\insetti\Pediculus humanus corporis
industria-dell-automotive\insetti\Musca domestica
industria-dell-automotive\insetti\Aedes aegypti
treni\insetti\Cimex lectularius
treni\insetti\Pediculus humanus
treni\insetti\Phthirus pubis
treni\insetti\Blatta orientalis
treni\insetti\Periplaneta americana
treni\insetti\Blattella germanica
treni\insetti\Musca domestica
treni\insetti\Culicidae
treni\insetti\Ctenocephalides canis
treni\insetti\Sarcoptes scabiei
tram\insetti\Blatta orientalis
tram\insetti\Cimex lectularius
tram\insetti\Pediculus humanus capitis
tram\insetti\Musca domestica
tram\insetti\Blattella germanica
tram\insetti\Ctenocephalides canis
tram\insetti\Culex pipiens
tram\insetti\Aedes aegypti
tram\insetti\Phthirus pubis
tram\insetti\Sarcoptes scabiei
autobus\insetti\Blattella germanica
autobus\insetti\Pediculus humanus capitis
autobus\insetti\Pthirus pubis
autobus\insetti\Cimex lectularius
autobus\insetti\Musca domestica
autobus\insetti\Culicidae
autobus\insetti\Phthiraptera
autobus\insetti\Liposcelis bostrychophila
autobus\insetti\Dermestes lardarius
autobus\insetti\Aedes aegypti
navi\insetti\Blatta orientalis
navi\insetti\Blattella germanica
navi\insetti\Supella longipalpa
navi\insetti\Pediculus humanus capitis
navi\insetti\Pediculus humanus corporis
navi\insetti\Phthirus pubis
navi\insetti\Cimex lectularius
navi\insetti\Cimex hemipterus
navi\insetti\Musca domestica
navi\insetti\Aedes aegypti
aeroplani\insetti\Cimex lectularius
aeroplani\insetti\Blattella germanica
aeroplani\insetti\Pediculus humanus capitis
aeroplani\insetti\Musca domestica
aeroplani\insetti\Culicidae
aeroplani\insetti\Phlebotominae
aeroplani\insetti\Tunga penetrans
aeroplani\insetti\Sarcoptes scabiei
aeroplani\insetti\Liposcelis bostrychophila
aeroplani\insetti\Aedes aegypti
elicotteri\insetti\Blattella germanica
elicotteri\insetti\Blattella orientalis
elicotteri\insetti\Periplaneta americana
elicotteri\insetti\Musca domestica
elicotteri\insetti\Calliphora vomitoria
elicotteri\insetti\Phormia regina
elicotteri\insetti\Cimex lectularius
elicotteri\insetti\Pediculus humanus capitis
elicotteri\insetti\Pediculus humanus corporis
elicotteri\insetti\Sarcoptes scabiei
