terme\batteri\Fervidobacterium pennivorans
palestre\batteri\Staphylococcus aureus
palestre\batteri\Streptococcus pyogenes
palestre\batteri\Enterococcus faecalis
palestre\batteri\Escherichia coli
palestre\batteri\Klebsiella pneumoniae
palestre\batteri\Proteus mirabilis
palestre\batteri\Pseudomonas aeruginosa
palestre\batteri\Serratia marcescens
palestre\batteri\Acinetobacter baumannii
palestre\batteri\Bacillus cereus
lavanderie\batteri\Staphylococcus aureus
lavanderie\batteri\Staphylococcus epidermidis
lavanderie\batteri\Streptococcus pyogenes
lavanderie\batteri\Enterococcus faecalis
lavanderie\batteri\Enterococcus faecium
lavanderie\batteri\Escherichia coli
lavanderie\batteri\Klebsiella pneumoniae
lavanderie\batteri\Proteus mirabilis
lavanderie\batteri\Pseudomonas aeruginosa
lavanderie\batteri\Serratia marcescens
tintorie\batteri\Staphylococcus aureus
tintorie\batteri\Staphylococcus epidermidis
tintorie\batteri\Micrococcus spp.
tintorie\batteri\Bacillus spp.
tintorie\batteri\Corynebacterium spp.
tintorie\batteri\Pseudomonas aeruginosa
tintorie\batteri\Acinetobacter spp.
tintorie\batteri\Flavobacterium spp.
tintorie\batteri\Enterococcus spp.
tintorie\batteri\Streptococcus spp.
industria-della-lavorazione-carni\batteri\Listeria monocytogenes
industria-della-lavorazione-carni\batteri\Salmonella spp.
industria-della-lavorazione-carni\batteri\Staphylococcus aureus
industria-della-lavorazione-carni\batteri\Campylobacter jejuni
industria-della-lavorazione-carni\batteri\Escherichia coli
industria-della-lavorazione-carni\batteri\Yersinia enterocolitica
industria-della-lavorazione-carni\batteri\Shigella spp.
industria-della-lavorazione-carni\batteri\Bacillus cereus
industria-della-lavorazione-carni\batteri\Clostridium perfringens
industria-della-lavorazione-carni\batteri\Vibrio parahaemolyticus
industria-salumiera\batteri\Staphylococcus aureus
industria-salumiera\batteri\Listeria monocytogenes
industria-salumiera\batteri\Salmonella spp.
industria-salumiera\batteri\Escherichia coli
industria-salumiera\batteri\Clostridium perfringens
industria-salumiera\batteri\Staphylococcus epidermidis
industria-salumiera\batteri\Bacillus cereus
industria-salumiera\batteri\Enterococcus faecalis
industria-salumiera\batteri\Yersinia enterocolitica
industria-salumiera\batteri\Campylobacter jejuni
industria-avicola\batteri\Salmonella spp.
industria-avicola\batteri\Campylobacter spp.
industria-avicola\batteri\Staphylococcus aureus
industria-avicola\batteri\Escherichia coli
industria-avicola\batteri\Listeria monocytogenes
industria-avicola\batteri\Pasteurella multocida
industria-avicola\batteri\Ornithobacterium rhinotracheale
industria-avicola\batteri\Gallibacterium anatis
industria-avicola\batteri\Mycoplasma gallisepticum
industria-avicola\batteri\Clostridium perfringens
industria-ittica\batteri\Vibrio vulnificus
industria-ittica\batteri\Vibrio parahaemolyticus
industria-ittica\batteri\Vibrio alginolyticus
industria-ittica\batteri\Vibrio cholerae
industria-ittica\batteri\Aeromonas hydrophila
industria-ittica\batteri\Pseudomonas aeruginosa
industria-ittica\batteri\Staphylococcus aureus
industria-ittica\batteri\Listeria monocytogenes
industria-ittica\batteri\Salmonella spp.
industria-ittica\batteri\Shigella spp.
industria-lattiero-casearia\batteri\Lactococcus lactis
industria-lattiero-casearia\batteri\Streptococcus thermophilus
industria-lattiero-casearia\batteri\Lactobacillus delbrueckii subsp. bulgaricus
industria-lattiero-casearia\batteri\Lactobacillus acidophilus
industria-lattiero-casearia\batteri\Lactobacillus casei
industria-lattiero-casearia\batteri\Lactobacillus rhamnosus
industria-lattiero-casearia\batteri\Bifidobacterium bifidum
industria-lattiero-casearia\batteri\Bifidobacterium lactis
industria-lattiero-casearia\batteri\Lactobacillus helveticus
industria-lattiero-casearia\batteri\Streptococcus salivarius subsp. thermophilus
industria-ortofrutticola\batteri\Pseudomonas syringae
industria-ortofrutticola\batteri\Erwinia amylovora
industria-ortofrutticola\batteri\Escherichia coli
industria-ortofrutticola\batteri\Salmonella spp.
industria-ortofrutticola\batteri\Shigella spp.
industria-ortofrutticola\batteri\Listeria monocytogenes
industria-ortofrutticola\batteri\Staphylococcus aureus
industria-ortofrutticola\batteri\Cronobacter sakazakii
industria-ortofrutticola\batteri\Yersinia enterocolitica
industria-ortofrutticola\batteri\Aeromonas hydrophila
industria-vinicola\batteri\Oenococcus oeni
industria-vinicola\batteri\Lactobacillus plantarum
industria-vinicola\batteri\Pediococcus pentosaceus
industria-vinicola\batteri\Oenococcus kitaharae
industria-vinicola\batteri\Lactobacillus brevis
industria-vinicola\batteri\Leuconostoc mesenteroides
industria-vinicola\batteri\Pediococcus damnosus
industria-vinicola\batteri\Lactobacillus hilgardii
industria-vinicola\batteri\Oenococcus sicerae
industria-vinicola\batteri\Lactobacillus casei
industria-cerealicola\batteri\Bacillus subtilis
industria-cerealicola\batteri\Bacillus cereus
industria-cerealicola\batteri\Bacillus coagulans
industria-cerealicola\batteri\Clostridium perfringens
industria-cerealicola\batteri\Clostridium botulinum
industria-cerealicola\batteri\Listeria monocytogenes
industria-cerealicola\batteri\Staphylococcus aureus
industria-cerealicola\batteri\Salmonella spp.
industria-cerealicola\batteri\Escherichia coli
industria-cerealicola\batteri\Cronobacter spp.
industria-dell-acqua-minerale\batteri\Legionella pneumophila
industria-dell-acqua-minerale\batteri\Pseudomonas aeruginosa
industria-dell-acqua-minerale\batteri\Escherichia coli
industria-dell-acqua-minerale\batteri\Aeromonas hydrophila
industria-dell-acqua-minerale\batteri\Shigella spp.
industria-dell-acqua-minerale\batteri\Salmonella spp.
industria-dell-acqua-minerale\batteri\Vibrio cholerae
industria-dell-acqua-minerale\batteri\Klebsiella pneumoniae
industria-dell-acqua-minerale\batteri\Proteus mirabilis
industria-dell-acqua-minerale\batteri\Staphylococcus aureus
industria-birraria\batteri\Lactobacillus brevis
industria-birraria\batteri\Lactobacillus lindneri
industria-birraria\batteri\Pediococcus damnosus
industria-birraria\batteri\Pediococcus acidilactici
industria-birraria\batteri\Lactobacillus acetotolerans
industria-birraria\batteri\Lactobacillus delbrueckii
industria-birraria\batteri\Lactobacillus fermentum
industria-birraria\batteri\Lactobacillus plantarum
industria-birraria\batteri\Lactobacillus buchneri
industria-birraria\batteri\Pectinatus cerevisiaphilus
industria-dell-automotive\batteri\Staphylococcus aureus
industria-dell-automotive\batteri\Staphylococcus epidermidis
industria-dell-automotive\batteri\Streptococcus species
industria-dell-automotive\batteri\Escherichia coli
industria-dell-automotive\batteri\Pseudomonas aeruginosa
industria-dell-automotive\batteri\Klebsiella pneumoniae
industria-dell-automotive\batteri\Acinetobacter baumannii
industria-dell-automotive\batteri\Enterococcus faecalis
industria-dell-automotive\batteri\Proteus mirabilis
industria-dell-automotive\batteri\Bacillus subtilis
treni\batteri\Staphylococcus aureus
treni\batteri\Streptococcus pyogenes
treni\batteri\Escherichia coli
treni\batteri\Klebsiella pneumoniae
treni\batteri\Proteus mirabilis
treni\batteri\Pseudomonas aeruginosa
treni\batteri\Clostridium difficile
treni\batteri\Acinetobacter baumannii
treni\batteri\Enterococcus faecalis
treni\batteri\Mycobacterium tuberculosis
tram\batteri\Staphylococcus aureus
tram\batteri\Streptococcus pneumoniae
tram\batteri\Escherichia coli
tram\batteri\Klebsiella pneumoniae
tram\batteri\Proteus mirabilis
tram\batteri\Pseudomonas aeruginosa
tram\batteri\Enterococcus faecalis
tram\batteri\Acinetobacter baumannii
tram\batteri\Serratia marcescens
tram\batteri\Stenotrophomonas maltophilia
autobus\batteri\Staphylococcus aureus
autobus\batteri\Streptococcus pneumoniae
autobus\batteri\Escherichia coli
autobus\batteri\Klebsiella pneumoniae
autobus\batteri\Proteus mirabilis
autobus\batteri\Pseudomonas aeruginosa
autobus\batteri\Enterococcus faecalis
autobus\batteri\methicillin-resistant Staphylococcus aureus
autobus\batteri\vancomycin-resistant Enterococci
autobus\batteri\Clostridium difficile
navi\batteri\Staphylococcus aureus
navi\batteri\Escherichia coli
navi\batteri\Vibrio cholerae
navi\batteri\Salmonella enterica
navi\batteri\Shigella spp.
navi\batteri\Clostridium perfringens
navi\batteri\Klebsiella pneumoniae
navi\batteri\Proteus mirabilis
navi\batteri\Pseudomonas aeruginosa
navi\batteri\Mycobacterium marinum
aeroplani\batteri\Staphylococcus aureus
aeroplani\batteri\Staphylococcus epidermidis
aeroplani\batteri\Escherichia coli
aeroplani\batteri\Klebsiella pneumoniae
aeroplani\batteri\Proteus mirabilis
aeroplani\batteri\Pseudomonas aeruginosa
aeroplani\batteri\Acinetobacter baumannii
aeroplani\batteri\Enterococcus faecalis
aeroplani\batteri\Streptococcus pneumoniae
aeroplani\batteri\Bacillus cereus
elicotteri\batteri\Staphylococcus aureus
elicotteri\batteri\Pseudomonas aeruginosa
elicotteri\batteri\Klebsiella pneumoniae
elicotteri\batteri\Escherichia coli
elicotteri\batteri\Proteus mirabilis
elicotteri\batteri\Enterococcus faecalis
elicotteri\batteri\Serratia marcescens
elicotteri\batteri\Acinetobacter baumannii
elicotteri\batteri\Citrobacter freundii
elicotteri\batteri\Providencia stuartii
farmacie\batteri\Staphylococcus aureus
farmacie\batteri\Escherichia coli
farmacie\batteri\Klebsiella pneumoniae
farmacie\batteri\Pseudomonas aeruginosa
farmacie\batteri\Streptococcus pneumoniae
farmacie\batteri\Proteus mirabilis
farmacie\batteri\Enterococcus faecalis
farmacie\batteri\Acinetobacter baumannii
farmacie\batteri\Staphylococcus epidermidis
farmacie\batteri\Streptococcus pyogenes
cliniche\batteri\Staphylococcus aureus
cliniche\batteri\Staphylococcus epidermidis
cliniche\batteri\Escherichia coli
cliniche\batteri\Klebsiella pneumoniae
cliniche\batteri\Pseudomonas aeruginosa
cliniche\batteri\Proteus mirabilis
cliniche\batteri\Enterococcus faecalis
cliniche\batteri\Acinetobacter baumannii
cliniche\batteri\Streptococcus pyogenes
cliniche\batteri\Streptococcus pneumoniae
ambulatori\batteri\Staphylococcus aureus
ambulatori\batteri\Streptococcus pyogenes
ambulatori\batteri\Escherichia coli
ambulatori\batteri\Klebsiella pneumoniae
ambulatori\batteri\Pseudomonas aeruginosa
ambulatori\batteri\Proteus mirabilis
ambulatori\batteri\Enterococcus faecalis
ambulatori\batteri\Neisseria gonorrhoeae
ambulatori\batteri\Haemophilus influenzae
ambulatori\batteri\Bacteroides fragilis
laboratori-medici\batteri\Staphylococcus aureus
laboratori-medici\batteri\Escherichia coli
laboratori-medici\batteri\Klebsiella pneumoniae
laboratori-medici\batteri\Pseudomonas aeruginosa
laboratori-medici\batteri\Streptococcus pyogenes
laboratori-medici\batteri\Streptococcus pneumoniae
laboratori-medici\batteri\Proteus mirabilis
laboratori-medici\batteri\Neisseria meningitidis
laboratori-medici\batteri\Enterococcus faecalis
laboratori-medici\batteri\Acinetobacter baumannii
sale-operatorie\batteri\Staphylococcus aureus
sale-operatorie\batteri\Staphylococcus epidermidis
sale-operatorie\batteri\Streptococcus pyogenes
sale-operatorie\batteri\Pseudomonas aeruginosa
sale-operatorie\batteri\Escherichia coli
sale-operatorie\batteri\Klebsiella pneumoniae
sale-operatorie\batteri\Proteus mirabilis
sale-operatorie\batteri\Enterococcus faecalis
sale-operatorie\batteri\Acinetobacter baumannii
sale-operatorie\batteri\Serratia marcescens
reparti-di-degenza\batteri\Staphylococcus aureus
reparti-di-degenza\batteri\Staphylococcus epidermidis
reparti-di-degenza\batteri\Escherichia coli
reparti-di-degenza\batteri\Klebsiella pneumoniae
reparti-di-degenza\batteri\Pseudomonas aeruginosa
reparti-di-degenza\batteri\Enterococcus faecalis
reparti-di-degenza\batteri\Proteus mirabilis
reparti-di-degenza\batteri\Acinetobacter baumannii
reparti-di-degenza\batteri\Streptococcus pneumoniae
reparti-di-degenza\batteri\Streptococcus pyogenes
reparti-di-terapia-intensiva\batteri\Staphylococcus aureus
reparti-di-terapia-intensiva\batteri\Pseudomonas aeruginosa
reparti-di-terapia-intensiva\batteri\Escherichia coli
reparti-di-terapia-intensiva\batteri\Klebsiella pneumoniae
reparti-di-terapia-intensiva\batteri\Acinetobacter baumannii
reparti-di-terapia-intensiva\batteri\Enterococcus faecium
reparti-di-terapia-intensiva\batteri\Enterococcus faecalis
reparti-di-terapia-intensiva\batteri\Coagulase-negative Staphylococci
reparti-di-terapia-intensiva\batteri\Proteus mirabilis
reparti-di-terapia-intensiva\batteri\Serratia marcescens
centri-di-dialisi\batteri\Staphylococcus aureus
centri-di-dialisi\batteri\Staphylococcus epidermidis
centri-di-dialisi\batteri\Streptococcus bacteria
centri-di-dialisi\batteri\Enterococcus faecalis
centri-di-dialisi\batteri\Enterococcus faecium
centri-di-dialisi\batteri\Pseudomonas aeruginosa
centri-di-dialisi\batteri\Escherichia coli
centri-di-dialisi\batteri\Klebsiella pneumoniae
centri-di-dialisi\batteri\Acinetobacter baumannii
centri-di-dialisi\batteri\Proteus mirabilis
centri-di-riabilitazione\batteri\Staphylococcus aureus
centri-di-riabilitazione\batteri\Staphylococcus epidermidis
centri-di-riabilitazione\batteri\Escherichia coli
centri-di-riabilitazione\batteri\Klebsiella pneumoniae
centri-di-riabilitazione\batteri\Pseudomonas aeruginosa
centri-di-riabilitazione\batteri\Enterococcus faecalis
centri-di-riabilitazione\batteri\Proteus mirabilis
centri-di-riabilitazione\batteri\Serratia marcescens
centri-di-riabilitazione\batteri\Acinetobacter baumannii
centri-di-riabilitazione\batteri\Enterobacter species
sale-di-attesa\batteri\Staphylococcus aureus
sale-di-attesa\batteri\Streptococcus pyogenes
sale-di-attesa\batteri\Escherichia coli
sale-di-attesa\batteri\Klebsiella pneumoniae
sale-di-attesa\batteri\Pseudomonas aeruginosa
sale-di-attesa\batteri\Proteus mirabilis
sale-di-attesa\batteri\Enterococcus faecalis
sale-di-attesa\batteri\Neisseria meningitidis
sale-di-attesa\batteri\Haemophilus influenzae
sale-di-attesa\batteri\Serratia marcescens
impianti-idraulici\batteri\Legionella pneumophila
impianti-idraulici\batteri\Pseudomonas aeruginosa
impianti-idraulici\batteri\Mycobacterium avium
impianti-idraulici\batteri\Stenotrophomonas maltophilia
impianti-idraulici\batteri\Acinetobacter baumannii
impianti-idraulici\batteri\Burkholderia cepacia
impianti-idraulici\batteri\Serratia marcescens
impianti-idraulici\batteri\Aeromonas hydrophila
impianti-idraulici\batteri\Flavobacterium spp.
impianti-idraulici\batteri\Chryseobacterium spp.
impianti-di-climatizzazione\batteri\Legionella pneumophila
impianti-di-climatizzazione\batteri\Pseudomonas aeruginosa
impianti-di-climatizzazione\batteri\Staphylococcus aureus
impianti-di-climatizzazione\batteri\Streptococcus pneumoniae
impianti-di-climatizzazione\batteri\Haemophilus influenzae
impianti-di-climatizzazione\batteri\Neisseria meningitidis
impianti-di-climatizzazione\batteri\Escherichia coli
impianti-di-climatizzazione\batteri\Klebsiella pneumoniae
impianti-di-climatizzazione\batteri\Proteus mirabilis
impianti-di-climatizzazione\batteri\Serratia marcescens
ascensori\batteri\Staphylococcus aureus
ascensori\batteri\Staphylococcus epidermidis
ascensori\batteri\Streptococcus pyogenes
ascensori\batteri\Enterococcus faecalis
ascensori\batteri\Enterococcus faecium
ascensori\batteri\Klebsiella pneumoniae
ascensori\batteri\Escherichia coli
ascensori\batteri\Proteus mirabilis
ascensori\batteri\Pseudomonas aeruginosa
ascensori\batteri\Serratia marcescens
scale\batteri\Staphylococcus aureus
scale\batteri\Streptococcus pyogenes
scale\batteri\Escherichia coli
scale\batteri\Klebsiella pneumoniae
scale\batteri\Pseudomonas aeruginosa
scale\batteri\Proteus mirabilis
scale\batteri\Neisseria meningitidis
scale\batteri\Listeria monocytogenes
scale\batteri\Clostridium difficile
scale\batteri\Mycobacterium tuberculosis
impianti-elettrici\batteri\Pseudomonas aeruginosa
impianti-elettrici\batteri\Legionella pneumophila
impianti-elettrici\batteri\Mycobacterium avium
impianti-elettrici\batteri\Staphylococcus aureus
impianti-elettrici\batteri\Escherichia coli
impianti-elettrici\batteri\Klebsiella pneumoniae
impianti-elettrici\batteri\Acinetobacter baumannii
impianti-elettrici\batteri\Enterococcus faecalis
impianti-elettrici\batteri\Proteus mirabilis
impianti-elettrici\batteri\Serratia marcescens
cortili\batteri\Staphylococcus aureus
cortili\batteri\Streptococcus pyogenes
cortili\batteri\Escherichia coli
cortili\batteri\Pseudomonas aeruginosa
cortili\batteri\Klebsiella pneumoniae
cortili\batteri\Proteus mirabilis
cortili\batteri\Enterococcus faecalis
cortili\batteri\Neisseria meningitidis
cortili\batteri\Bacillus anthracis
cortili\batteri\Clostridium tetani
parcheggi\batteri\Staphylococcus aureus
parcheggi\batteri\Streptococcus pyogenes
parcheggi\batteri\Escherichia coli
parcheggi\batteri\Klebsiella pneumoniae
parcheggi\batteri\Pseudomonas aeruginosa
parcheggi\batteri\Proteus mirabilis
parcheggi\batteri\Enterococcus faecalis
parcheggi\batteri\Acinetobacter baumannii
parcheggi\batteri\Bacteroides fragilis
parcheggi\batteri\Stenotrophomonas maltophilia
taxi\batteri\Staphylococcus aureus
taxi\batteri\Streptococcus pyogenes
taxi\batteri\Escherichia coli
taxi\batteri\Klebsiella pneumoniae
taxi\batteri\Pseudomonas aeruginosa
taxi\batteri\Proteus mirabilis
taxi\batteri\Neisseria meningitidis
taxi\batteri\Listeria monocytogenes
taxi\batteri\Shigella sonnei
taxi\batteri\Salmonella enterica
trasporto-merci\batteri\Staphylococcus aureus
trasporto-merci\batteri\Salmonella spp.
trasporto-merci\batteri\Escherichia coli
trasporto-merci\batteri\Listeria monocytogenes
trasporto-merci\batteri\Campylobacter jejuni
trasporto-merci\batteri\Yersinia enterocolitica
trasporto-merci\batteri\Shigella spp.
trasporto-merci\batteri\Vibrio cholerae
trasporto-merci\batteri\Bacillus cereus
trasporto-merci\batteri\Clostridium perfringens
metropolitane\batteri\Staphylococcus aureus
metropolitane\batteri\Streptococcus pneumoniae
metropolitane\batteri\Escherichia coli
metropolitane\batteri\Klebsiella pneumoniae
metropolitane\batteri\Proteus mirabilis
metropolitane\batteri\Pseudomonas aeruginosa
metropolitane\batteri\Enterococcus faecalis
metropolitane\batteri\Acinetobacter baumannii
metropolitane\batteri\Haemophilus influenzae
metropolitane\batteri\Serratia marcescens
furgoni\batteri\Staphylococcus aureus
furgoni\batteri\Streptococcus pyogenes
furgoni\batteri\Escherichia coli
furgoni\batteri\Klebsiella pneumoniae
furgoni\batteri\Pseudomonas aeruginosa
furgoni\batteri\Proteus mirabilis
furgoni\batteri\Enterococcus faecalis
furgoni\batteri\Acinetobacter baumannii
furgoni\batteri\Bacillus cereus
furgoni\batteri\Clostridioides difficile
camion\batteri\Staphylococcus aureus
camion\batteri\Streptococcus pyogenes
camion\batteri\Escherichia coli
camion\batteri\Klebsiella pneumoniae
camion\batteri\Pseudomonas aeruginosa
camion\batteri\Proteus mirabilis
camion\batteri\Enterococcus faecalis
camion\batteri\Acinetobacter baumannii
camion\batteri\Serratia marcescens
camion\batteri\Stenotrophomonas maltophilia
studi-dentistici\batteri\Streptococcus mutans
studi-dentistici\batteri\Porphyromonas gingivalis
studi-dentistici\batteri\Actinomyces naeslundii
studi-dentistici\batteri\Fusobacterium nucleatum
studi-dentistici\batteri\Treponema denticola
studi-dentistici\batteri\Tannerella forsythia
studi-dentistici\batteri\Prevotella intermedia
