La Macelleria Di Barichello Paolo\Via Roma, 5, 31030 Altivole TV\\349 212 9803\\TV\
Alper supermercati - Via San Michele\Via S. Michele, 47 H, 31032 Casale sul Sile TV\https://www.alisupermercati.it/negozi-e-volantini/negozi/casale-sul-sile\0422 822124\\TV\
Supermercato Coop\Via Roma, 35, 31032 Casale sul Sile TV\https://www.coopalleanza3-0.it/volantino-digitale/casale-sul-sile/promozioni/vetrina.html?utm_campaign=offerte-volantino&utm_content=5580&utm_medium=gmb&utm_source=google\0422 997014\filo.diretto@alleanza3-0.coop.it\TV\
Formaggi & Salumi\Via Pozzetto, 31057 Sant'Elena TV\\\\TV\
Eurospin\Via Nuova Trevigiana Casale, 114, 31032 Casale Sul Sile TV\\045 786 2000\\TV\
Latte e formaggi, salumi e piaceri alimentari\Via Sant'Antonino, 110, 31100 Treviso TV\https://www.lattee.it/\0422 320716\info@lattee.it\TV\
Il mio Vino da Denis\Via Nuova Trevigiana Casale, 28/30, 31032 Casale Sul Sile TV\https://ilmiovinodadenis.business.site/?utm_source=gmb&utm_medium=referral\333 900 3666\\TV\
Alquasitutto di Sartorato Remo\Via Roma, 10, 31032 Casale Sul Sile TV\https://www.facebook.com/pages/category/Bar/alquasitutto-1828625120553215/\0422 822916\\TV\
verdura e frutta\SP63, 31032 Casale sul Sile TV\\\\TV\
Zona mercato Casale sul Sile\31032 Casale sul Sile TV\\\\TV\
Latteria Formaggi e Salumi Birello Paride\Viale S. Marco, 68, 30020 Marcon VE\\041 456 8590\\VE\
Macelleria Salumeria Fratelli Mazzaro\Via Zermanesa, 48/A, 31021 Mogliano Veneto TV\https://www.macelleriamazzaro.it/\041 590 2282\macelleriamazzaro@gmail.com\TV\
Tinello Sile Bistrot\Via Vittorio Veneto, 39, 31032 Casale Sul Sile TV\https://tinellosilebistrot.business.site/?utm_source=gmb&utm_medium=referral\347 484 6842\\TV\
Macelleria Pavan\Via Roma, 32, 31057 Silea TV\\0422 362838\\TV\
Macelleria e Gastronomia Fabio Furlan\Via F. Filzi, 48/D, 31036 Istrana TV\https://macelleriagastronomiafurlan.it/index.html\0422 738317\info@macelleriagastronomiafurlan.it\TV\
Macelleria da Ivan\Str. Terraglio, 385, 31022 Preganziol TV\\0422 331994\\TV\
Sartorato Ferdinando & C.\Via Roma, 24, 31030 Dosson TV\\0422 382953\\TV\
Azienda Agricola Pastrello S.S. di Francesco e Luigino\Via Tito Speri, 66, 30037 Scorzè VE\https://azienda-agricola-pastrello-ss-di-francesco-e.business.site/?utm_source=gmb&utm_medium=referral\392 869 7581\\VE\
SALUMERIA\Via Guglielmo Oberdan, 30020 Marcon-Gaggio-Colmello VE\\\\VE\
Mirco Carni Al Gusto\Via Poianon, 8, 30020 Marcon VE\\339 652 5093\\VE\
Luigi Danesin Sas di Danesin A. & C.\Corso del Popolo, 28, 31100 Treviso TV\https://www.danesin.it/danesin/\0422 540625\danesin.tv@gmail.com\TV\
Macelleria da Andrea\\\\\\
Al Supermercato\\\\\\
Cattarin Pierangelo\\\\\\
Supermercato Interspar Casier\\\\\\
Macelleria Stecca Gastronomia\\\\\\
Sartorato Ferdinando & C. S.N.C.\\\\\\
Carnissima Srl\\\\\\
Macelleria Gastronomia da Mario e Miranda\Viale Trento E Trieste, 17, 31030 Castelcucco TV\\0423 563358\\TV\
Macelleria Da Primo Di Lionello Davide\Via Papa Giovanni XXIII, 24, 31030 Castelcucco TV\\0423 563418\\TV\
Supermercato DESPAR Castelcucco\Viale Trento E Trieste, 55, 31030 Castelcucco TV\https://www.despar.it/it/punto-vendita-despar/52/castelcucco/?&utm_source=google&utm_medium=organic&utm_campaign=local-sitoweb-supermercato-despar-castelcucco\0423 962185\\TV\
Macelleria salumeria Michelet Mirco\Via Artigianato, 25, 31017 Pieve del Grappa TV\\0423 53122\\TV\
Bar Al Portego\Via del Portego, 12, 31030 Castelcucco TV\\0423 962155\\TV\
Salumi & Formaggi Dalla Libera Mirca\Via S. Gaetano, 17, 31030 Castelcucco TV\https://www.facebook.com/dallaliberasalumiformaggi\331 118 8899\\TV\
Targhetta Umberto\Via Francesco Maria Preti, 33, 31033 Castelfranco Veneto TV\\0423 495368\\TV\
Marin S.r.l.\Via Panigaia di Treville, 31, 31033 Castelfranco Veneto TV\\0423 472739\\TV\
Il Piacere della Carne Nostrana di Mero Franco\Borgo Treviso, 87, 31033 Castelfranco Veneto TV\https://m.facebook.com/ilpiaceredellacarnenostrana/?locale=it_IT&_rdr\0423 420555\\TV\
La Bottega Della Carne\Via E. de Amicis, 4, 31033 Castelfranco Veneto TV\\338 560 7022\\TV\
Stragliotto Carni\Via Francesco Maria Preti, 45, 31033 Castelfranco Veneto TV\\0423 494467\\TV\
Biosapori Castelfranco Veneto\Via Forche, 1E, 31033 Castelfranco Veneto TV\http://www.biosapori.com/\0423 493681\\TV\
Macelleria Targhetta Di Targhetta Pietro & C. (S.N.C.)\Piazza Giorgione, 17, 31033 Castelfranco Veneto TV\\0423 493480\\TV\
Del Borgo Carni Srl\Via Borgo Padova, 82, 31033 Castelfranco Veneto TV\\0423 493101\\TV\
Monetti\Via della Cerva, 31033 Castelfranco Veneto TV\\\\TV\
Roberto Candiotto - Formaggi e Salumi dal 1959\Via Vittorio Veneto, 45, 31023 Resana TV\https://candiottoformaggi.it/\0423 480271\roberto@candiottoformaggi.it\TV\
La Bottega Borgo Pieve\Borgo Pieve, 55, 31033 Castelfranco Veneto TV\https://la-bottega-borgo-pieve.vidra.shop/it\0423 492836\bottegaborgopieve@libero.it\TV\
Varo Elisabetta Alimentari\Via Lovara, 12, 31033 Castelfranco Veneto TV\\0423 490414\\TV\
Gastronomia Nonna Giuliana\Borgo Vicenza, 39/A, 31033 Castelfranco Veneto TV\\0423 374289\\TV\
Fer.Vit S.A.S. Di Ferrara Loredana & C.\Via Antonio Diedo, 1, 31033 Castelfranco Veneto TV\\0423 401506\\TV\
Gatto Renato\Borgata Padova, 82, 31033 Castelfranco Veneto TV\\0423 493101\\TV\
Pietrobon Walter\Via E. de Amicis, 43, 31033 Castelfranco Veneto TV\\0423 491861\\TV\
Cooperativa San Bovo\Via Don Ernesto Bordignon, 30, 31033 Castelfranco Veneto TV\http://www.coopcastellana.it/\0423 496901\purecss@1.0.0\TV\
Gazzola Giancarlo\Via Brenta, 25, 31033 Castelfranco Veneto TV\\0423 494567\\TV\
Confortin Maurizio\Via Cà Rossa, 13, 31033 Ca' Rossa TV\\0423 482414\\TV\
Cadoro Supermercati - Castelfranco\Via Circonvallazione Est, 30C, 31033 Castelfranco Veneto TV\https://www.cadoro.it/punti-vendita/castelfranco\0423 491160\\TV\
NaturaS\Borgo Treviso, 132, 31033 Castelfranco Veneto TV\https://negozi.naturasi.it/italia/treviso/castelfranco-veneto?utm_source=google&utm_medium=GMBSitelink&utm_campaign=GMBSitelink_Castelfranco_Veneto_23752\0423 720140\castelfranco1@naturasi.biz\TV\
Zuccolotto Maurizio\Via Castellana, 40, 31033 Castelfranco Veneto TV\\0423 482627\\TV\
Mazzon Francesco\Via Postioma di S. Floriano, 22, 31033 Castelfranco Veneto TV\\0423 476585\\TV\
Iper La grande i - Castelfranco Veneto\Via dei Carpani, 21 A, 31033 Castelfranco Veneto TV\http://www.iper.it/castelfranco-veneto\0423 7371\iper.montebello@iper.it iper.magenta@iper.it iper.rubicone@iper.it iper.varese@iper.it iper.busnago@iper.it iper.seriate@iper.it iper.orio@iper.it iper.arese@iper.it iper.grandate@iper.it iper.lonato@iper.it iper.cremona@iper.it iper.castelfranco@iper.it iper.verona@iper.it iper.tortona@iper.it iper.serravalle@iper.it iper.portello@iper.it iper.monza@iper.it iper.vittuone@iper.it iper.brembate@iper.it iper.rozzano@iper.it iper.solbiate@iper.it\TV\
DAI MOTI agribottega\Via Casoni, 6a, 31033 Castelfranco Veneto TV\\348 439 8202\\TV\
Vigliotti Group Padova Srl\Via Caprera, 52/D, 31030 Castello di Godego TV\\0423 760410\\TV\
Macelleria Stangherlin Di Stangherlin Damiano\Via Vegre, 29, 31030 Castello di Godego TV\\0423 760160\\TV\
80 La Macelleria Baggio\Via Muson, 2/a/int.4, 31030 Castello di Godego TV\https://macelleriabaggio.business.site/\348 122 2469\\TV\
Alimentari Sbrissa - S.A.S. Di Sbrissa Giovanni & Sas\Via Verdi, 1, 31030 Castello di Godego TV\\0423 469700\\TV\
Dpi Castello di Godego\Via Enrico Fermi, 2, 31030 Castello di Godego TV\https://www.d-piu.com/\0423 760197\\TV\
Panificio Marchesan\Via Roma, 80, 31030 Castello di Godego TV\\0423 468996\\TV\
SUPERMERCATO A&O\Via Papa Luciani, 7, 31030 Castello di Godego TV\https://www.aeo.it/punti-vendita/veneto/supermercato-aeo-castello-di-godego\0423 468846\super-aeo-logo@2x.png\TV\
Supermercato Crai - Bonito Srl\Via Piave, 11, 31030 Castello di Godego TV\https://www.crai-supermercati.it/punti-vendita/pdv.php?id=250\0423 469829\\TV\
Salumificio Micad - Logistica\Via Luigi Einaudi, 53, 36056 Tezze sul Brenta VI\https://www.salumificiomicad.it/\0424 561138\info@salumificiomicad.it\VI\
Martini Roberto Affinatura Formaggi e Salumi\Via Merry del Val, 13, 31039 Riese Pio X TV\\0423 483156\\TV\
Salumificio Micad - Produzione\Via degli Alpini, 10, 36056 Belvedere VI\http://www.salumificiomicad.it/\0424 561138\info@salumificiomicad.it\VI\
Bassani Alberto\Via Trento, 3, 31030 Castello di Godego TV\\0423 468962\\TV\
Salami di Casa - Duregon Piccole Produzioni Locali\Via Venezia, 43, 31023 Resana TV\\\\TV\
Salumificio F.Lli Scapocchin S.R.L.\Via Giorgio la Pira, 14, 35012 Camposampiero PD\\049 641642\\PD\
Pianeta Verde da Alberto\Via L. da Vinci, 40, 31030 Castello di Godego TV\https://www.facebook.com/Pianeta-Verde-584386665056027/\0423 468962\\TV\
Salumi Malvestio\Via Lovara, 37, 35010 Borgoricco PD\\338 410 1408\\PD\
Micad SNC di Marcon Giancarlo & C\Via A. De Gasperi, 46, 36056 Tezze sul Brenta VI\https://www.salumificiomicad.it/\\info@salumificiomicad.it\VI\
Formaggi Salumi\Via Giotto, 22, 36027 Rosà VI\\\\VI\
Macelleria Salumeria Manente Fabio\Via Castellana, 28, 30030 Martellago VE\https://www.facebook.com/Macelleria-da-Fabio-102230238453749\041 540 0942\\VE\
Castello di Godego\\\\\\
Azienda Agricola Zago Flavia\Via Castagnera Sud, 28, 31038 Castagnera Alta TV\\0422 99316\\TV\
CRAI MACELLERIA E SALUMERIA MARTINI S.A.S.\Via Filippo Turati, 8, 31038 Paese TV\https://www.crai-supermercati.it/punto-vendita/234-crai-supermercato-martini/\0422 99036\\TV\
Dalle Nogare Formaggi & Salumi\21/22 lg, Largo Parolini, 36061 Bassano del Grappa VI\https://www.formaggidallenogare.com/\0424 228474\\VI\
Salumificio Lanzarini\Strada S. Rocco, 47, 36061 Bassano del Grappa VI\http://lanzarini.it/\0424 566478\\VI\
Salumificio Piovesan S.r.l.\Via Cal Lusent, 55, 31040 Pederobba TV\http://www.salumificiopiovesan.com/\0423 688718\info@salumificiopiovesan.com\TV\
Pane e Dolci Turra\Via S. Pio X, 7, 31034 Cavaso del Tomba TV\\0423 562127\\TV\
Supermercato Crai 5effe SRL\Borgo Filanda, 34, 31034 Cavaso del Tomba TV\https://www.crai-supermercati.it/punti-vendita/pdv.php?id=212\0423 942150\\TV\
Centro Veneto Formaggi\Via Valcavasia, 40, 31034 Caniezza TV\https://www.venetoformaggi.it/it/azienda/\0423 543198\company_banner@3x.jpg company_banner@2x.jpg ico_instagram@3x.png foto-drone@2x.jpg VENETOFORMAGGI-badge-colore@2x.png VENETOFORMAGGI-badge-bianco@3x.png VENETOFORMAGGI-logo@3x.png foto-drone@3x.jpg chiudi@3x.png VENETOFORMAGGI-badge-bianco@2x.png commerciale@venetoformaggi.it chiudi@2x.png VENETOFORMAGGI-logo@2x.png map_placeholder@3x.png ico_facebook@2x.png VENETOFORMAGGI-badge-colore@3x.png menu@3x.png menu@2x.png ico_instagram@2x.png ico_facebook@3x.png map_placeholder@2x.png amministrazione@venetoformaggi.it\TV\
Macelleria Baldin Andrea\Via Roma, 22, 31040 Pederobba TV\\0423 69887\\TV\
Cavaso del Tomba\\\\\\
Latteria Fedrigo  Spaccio Aziendale\Via Callunga, 51, 31040 Cessalto TV\http://www.latteriafedrigo.it/\348 344 2513\info@latteriafedrigo.it\TV\
Salumificio Marescutti Srl\Via Valcellina, 3/M, 33097 Istrago PN\http://www.marescutti.it/\0427 90026\ersa@300x.png info@marescutti.it bollo-ce-sito@300x.png ifs-sito@300x.png csqa_logo@300x.png iosonofvg-sito@300x.png\PN\
La Torre s.r.l.\Via Triestina, 3, 30020 Torre di mosto VE\\347 075 3472\\VE\
Supermercati Visotto Ceggia\Via Guglielmo Marconi, 1, 30022 Ceggia VE\http://www.supermercativisotto.it/\0421 329777\info@supermercativisotto.it\VE\
salumeria perusco\Via Pietro Zorutti, 21, 34144 Trieste TS\http://salumeriaperusco.weebly.com/\393 864 7200\\TS\
Cessalto\\\\\\
La Salumeria di Elena Debiasi\Via Cesare Beccaria, 13, 34133 Trieste TS\http://www.lasalumeria.eu/\040 361470\\TS\
Salumeria Cenni Trieste\Via Domenico Rossetti, 37, 34139 Trieste TS\\375 639 5403\\TS\
Salumeria Sfreddo - Trieste\Via Cesare Battisti, 1, 34125 Trieste TS\http://www.sfreddo.it/\040 764465\\TS\
Salumi-Formaggi\Via delle Settefontane, 10, 34015 Trieste TS\\\\TS\
Antica salumeria dell'angolo\Via Cecilia de Rittmeyer, 10/A, 34134 Trieste TS\https://www.facebook.com/anticasalumeriadellangolo/\324 586 6222\\TS\
La Salumeria Di Marsi Sabrina\Via delle Settefontane, 21, 34141 Trieste TS\https://www.lasalumeria.eu/\040 392311\\TS\
SVELTO A&O\Via Grassaga, 11, 30027 Grassaga-San Giorgio VE\https://www.aeo.it/punti-vendita/veneto/svelto-aeo-s--dona--di-piave\0421 321118\svelto-aeo-logo@2x.png\VE\
Salumeria Andrea Masiello\Via del Rivo, 44a, 34137 Trieste TS\\393 959 8350\\TS\
Frutta e Verdura - Alimentari Nangano - Salumeria - Gastronomia\Via di Cavana, 15/C, 34121 Trieste TS\https://nanganotrieste.business.site/?utm_source=gmb&utm_medium=referral\338 236 4160\\TS\
Salumeria Toich\Via Pasquale Revoltella, 81, 34139 Trieste TS\\\\TS\
Salumeria Gastronomia Svevo\Via Italo Svevo, 36, 34145 Trieste TS\https://salumeria-gastronomia-svevo.eatbu.com/\040 813485\\TS\
Il Boss Dei Salumi\Via dei Giacinti, 30/C, 34135 Trieste TS\\\\TS\
Cocetti Roberto\Via Bernardo Benussi, 9, 34148 Trieste TS\\040 810264\\TS\
Salumeria Denis\Via di Cologna, 14, 34126 Trieste TS\\\\TS\
Sartorato Ferdinando & C. s.n.c.\Viale IV Novembre, 41, 31100 Treviso TV\https://www.facebook.com/MacelleriaSartoratoTrevisoFiera/\0422 56594\\TV\
Crai\Via Roma, 99, 31040 Chiarano TV\http://www.crai-supermercati.it/punti-vendita/pdv.php?id=129\0422 746597\\TV\
Macelleria B. Battistin\Via Giorgio Vasari, 13, 34129 Trieste TS\\040 762352\\TS\
Torresano Salumi e Tradizioni dal 1971\Via Triestina, 3, 30020 Torre di Mosto VE\http://www.torresano.it/\0421 312081\salumificio@torresano.it rialtofoodart@pec.it\VE\
Bolzan Antonio\Via Carbonere Nuove, 2, 31040 Fossalta Maggiore TV\\0422 746093\\TV\
Azienda Agricola Zanatta Mauro\Via Risere Nuove, 21, 31040 Chiarano TV\http://www.vinizanattamauro.com/\348 719 8795\rossanazanatta@gmail.com\TV\
MPQ2 - Macelleria & Gastronomia\Via Giulia, 20, 34126 Trieste TS\\\\TS\
Antica Bottega Del Gusto  negozio alimentari trieste\Via delle Torri, 1, 34122 Trieste TS\https://www.villanovich.com/\040 631820\\TS\
Dentesano Salumi srl\Via Aquileia, 89, 33050 Percoto UD\http://www.dentesano.it/\0432 676397\user@domain.com. info@dentesano.it info@amazingfood.it shop@dentesano.it shop@dentesano.it.\UD\
Salumificio Vicentino Srl\Via della Tecnica, 16, 36034 Zona Industriale di Molina VI\\0445 330245\\VI\
Chiarano\\\\\\
La Becheria Macelleria Gastronomia\Piazza Martiri, 15, 31010 Cimadolmo TV\http://www.labecheria.it/\\\TV\
Salvadori Agricoltura\Via Piave, 6, 31010 San Michele di Piave TV\http://www.salvadoriagricoltura.com/\0422 743024\info@salvadoriagricoltura.com\TV\
Azienda agricola Otello Furlan\Via Grave, 23, 31010 Grave di Papadopoli TV\\349 446 0835\\TV\
Latteria Montelliana S.n.c.\Viale Caccianiga, 48, 31052 Maserada sul Piave TV\http://www.latteriamontelliana.com/\0422 778401\info@latteriamontelliana.com\TV\
Cimadolmo\\\\\\
Casa Belfi di Donadi Maurizio e Albino Armani\Via Guizza, 28, 31020 San Polo di Piave TV\http://www.casabelfi.blogspot.com/\338 410 7723\+Italia@45.776204\TV\
Azienda Agricola Cecchetto Giorgio  Societ Benefit\Via Piave, 67, 31028 Vazzola TV\http://www.rabosopiave.com/\0438 28598\info@rabosopiave.com\TV\
Il Grillo\Via Papadopoli, 17, 31010 Cimadolmo TV\http://www.anticaosteriazanatta.com/\0422 743950\\TV\
Macelleria Dal Cin Attilio\Via Roma, 99, 31013 Codognè TV\\0438 795306\\TV\
Eurocarni Di Zanette Luigi\Via Roma, 25, 31013 Codogné TV\\0438 794764\\TV\
Zanette Dino\Via Aldo Moro, 24, 31013 Codogné TV\\0438 794894\\TV\
Supermercato CRAI\Via XXX Ottobre, 67, 31013 Codogné TV\https://www.crai-supermercati.it/punto-vendita/254-supermercati-salamon-codogne/\\\TV\
Gemm Srl\Via del Lavoro, 37, 31013 Codognè TV\http://www.gemm-srl.com/?utm_source=googlemaps&utm_medium=mybusiness&utm_campaign=mybusiness\0438 778504\info@gemm-srl.com flags@2x.png\TV\
