Caseificio Sociale Canevaccia Soc.Coop A Rl\6, Via Canevaccia, Castel D'aiano, BO 40034\https://www.caseificiocanevaccia.eu/it/\051 914173\info@caseificiocanevaccia.it\40034\
Caseificio Sociale Fior Di Latte-Societa Cooperativa A R.L.\33 Galleria I Maggio, Vergato, BO 40038, 40038 Vergato BO\https://caseificiofiordilatte.it/\051 910433\info@caseificiofiordilatte.it\BO\
Caseificio Sociale Pongennaro\137 Strada Per Carzeto, 43019 Pongennaro PR\http://www.2064.it/\0524 597065\visite@2064.it shop@2064.it\PR\
Caseificio Il Trionfo\Strada Provinciale Per Parma, 3, 43017 San Secondo Parmense PR\https://www.parmigianoreggiano.com/it/caseifici/il-trionfo/\0521 873614\cas.iltrionfo@alice.it customerservice@parmigianoreggiano.it staff@parmigianoreggiano.it consorzio@pec.parmigianoreggiano.it\PR\
Caseifici Granterre Spa\Via Polonia, 30-33, 41122 Modena MO\http://www.parmareggio.it/\059 414711\clienti.caseificispa@granterre.it export.caseificispa@granterre.it\MO\
Azienda Agricola Biologica Bordona\Via Bordona 14, 40020 Casalfiumanese BO\https://www.bordonabiologico.com/\0542 95997\info@bordonabiologico.com\BO\
Caseificio Pinzani S.R.L.\S.P. 52 per Casole d'Elsa, 56048 Loc. Montemiccioli, Volterra PI\https://www.pecorinotoscanodop.it/de/kaesemacher/kaesemacher/granarolo-spa/\0588 35043\info@caseificiofollonica.com vendite@forteto.it pasquale.putzulu@alival.it info@castelli1892.com info@fattoriedimaremma.it info@caseificiosorano.it info@smformaggi.it qualitaeterritorio@gmail.com salcis@salcis.it info@caseificiobusti.it formaggeriatoscana@gmail.com caseificioranieri@yahoo.it info@caseificiomaremma.com info@caseificiopinzani.com pulcinisrl@gmail.com caseificiomatteassisrl@gmail.com info@roccatoscanaformaggi.com caseificio.volterra@granarolo.it alival@alival.it info@caseificioilfiorino.it info@caseificiomanciano.it claudio.seghi@alival.it direzione@caseificiovaldorcia.com\PI\
Azienda Agricola Il Sasso\Via di S. Cresci, 20, 50032 Borgo San Lorenzo FI\https://www.facebook.com/aziendaagricolailsasso/\393 624 8112\\FI\
Caseificio Di Talla\SR 71 Umbro Casentinese Romagnola, 136, 52011 Bibbiena AR\\\\AR\
Caseificio Nicoletta\Via della Collina, 6, 40050 Monterenzio BO\\\\BO\
Caseificio Bio Reggiani\Via Francesco Baracca, 6a, 41013 Castelfranco Emilia MO\https://www.bioreggiani.com/\388 823 1628\shop@bioreggiani.com\MO\
Caseificio Serafini Giovanni e Duilio S.S.\n, Via Pioppi, 26, 41015 Nonantola MO\\339 860 4074\\MO\
Cooperativa Agricola Zootecnica Pratomagno\Via di Bicciano, 29, 52010 Talla AR\http://www.caseificiopratomagno.it/\0575 597680\info@grifolatte.it\AR\
Antica Formaggeria\Strada Provinciale 413 Romana Sud, 76, 41012 Carpi MO\\059 625 7711\\MO\
Caseificio La Fattoria di Turco Roberto\Via Giuseppe Mazzini, 187, 47841 Cattolica RN\http://m.mercatocopertorimini.it/il-mercato/latticini-e-formaggi/la-fattoria-di-turco-roberto.html\333 584 9772\\RN\
Caseificio Piandelmedico\Via Piandelmedico, 101, 60035 Jesi AN\http://www.trionfihonorati.it/\0731 208397\\AN\
Azienda agricola Castrogiovanni Maria\Podere Era ,49, Localit Villamagna, 56048 Volterra PI\\0588 33032\\PI\
Fattoria Montelupo Di Paolo Gianluca\Vocabolo Montelupo, 20, 06012 Citt di Castello PG\http://www.fattoriamontelupo.com/\075 851 2145\gianluca.paolo@pec.agritel.it info@fattoriamontelupo.com\PG\
Caseificio Val D'Apsa\Via Ca' Bergamo, 1, 61029 Urbino PU\http://www.caseificiovaldapsa.it/\0722 52187\info@caseificiovaldapsa.it\PU\
Spaccanapoli Budrio\Via A. Gramsci, 68, 40054 Budrio BO\http://spaccanapolibudrio.it/\353 325 6139\ferdinandolanciato1@gmail.com\BO\
Azienda Agricola Taglioli\Via Biscie Martella, 1, 40054 Budrio BO\\349 352 1403\\BO\
Mangia La Puglia\Via Creti, 9, 40054 Budrio BO\https://www.mangialapuglia.it/\379 183 7843\\BO\
Naturalmente Laffi\Via Calamone, 8, 40054 Budrio BO\https://www.naturalmentelaffi.eu/\338 247 4785\\BO\
Latteria Sociale Tullia\Via Tullie, 10, 42047 Rolo RE\http://www.latteriatullia.it/\0522 666190\info@latteriatullia.it info@venditaparmigiano.it\RE\
COOPERATIVA CASEARIA VAL TIEPIDO S.c.a.\Via Montanara, 5, 41053 Maranello MO\\0536 940041\\MO\
Latteria Mortaretta F.Lli Ballesini Nedo E Alessandro S.R.L.\Str. Cattanea, 66, 42046 Reggiolo RE\http://www.latteriamortaretta.it/\0522 972006\info@latteriamortaretta.it info@latteriamortaretta.com\RE\
Caseificio Sociale San Lucio Montardone Societa' Agricola Cooperativa\Via Giardini Nord, 7087, 41028 Montardone MO\https://www.sanlucio-montardone.it/home\0536 957038\info@sanlucio-montardone.it webinsider.duo@gmail.com ordini@sanlucio-montardone.it\MO\
Caseificio Sociale Pelloni Societ Agricola Cooperativa\Via S. Dalmazio, 1113, 41028 Serramazzoni MO\https://www.caseificiobucamante.it/\0536 953600\info@caseificiobucamante.it\MO\
Il caseificio vegano di Barbara Ferrante\Via Goffredo Mameli, 1, 40017 San Giovanni in Persiceto BO\https://www.facebook.com/caseificiobarbaravegana\339 755 8988\\BO\
4 Madonne Caseificio dell'Emilia Soc. Coop. Agricola\Via Nazionale, 37, 41030 Sorbara MO\https://www.caseificio4madonne.it/\059 902295\\MO\
Latteria Sociale Cavecchia\Str. Cattanea, 66, 42046 Reggiolo RE\\0522 972291\\RE\
Magazzini Emiliani Stagionatura Formaggi Soc. A R. L.\1 Localita' Osteria Vecchia, Baiso, Re 42031\\0522 760100\\42031\
Caseificio Chiletti\Strada Albareto, 792, 41122 Albareto MO\https://www.chiletti.net/\059 842315\caseificio@chiletti.net\MO\
famiglia\\\051 577297\\\
Spaccio Agricolo LAZZARINI s.s.\Via Roma, 40032 Camugnano BO\\320 380 4109\\BO\
Natura di casa Az. Agr.\Localit Boccioni, 118d, 40032 Camugnano BO\\334 501 8919\\BO\
Caseificio Santa Lucia\Via per Vesale, 141, 41029 Sestola MO\http://www.caseificiosantaluciasestola.it/\0536 67161\labottegamontanara@libero.it\MO\
Loc. Rovina FATTORIA LA PULCINA\SP52, 40030, 40030 Castel di Casio BO\\340 562 5371\\BO\
Latteria Lucia Di I Salumi della Cecca Bologna\Via Guglielmo Marconi, 24, 40033 Casalecchio di Reno BO\\339 469 4067\\BO\
Le Delizie\Via Stalingrado, 27, 40128 Bologna BO\https://www.caseificiobufalaepassione.it/\051 056 2069\cas.ledelizie@gmail.com\BO\
Fattoria San Rocco Negozio Pontecchio Marconi\Via Porrettana, 159, 40037 Sasso Marconi BO\http://www.fattoriasanrocco.it/\327 216 9329\\BO\
Casearia Di Daniela Solito E C. Snc\Via Saragozza, 189, 40135 Bologna BO\\\\BO\
San Silvestro Societa' Agricola Cooperativa\Via Montanara, 5, 41053 Torre Maina MO\https://www.coopsansilvestro.it/\0536 940041\vandelli.adolfo@gmail.com\MO\
Bar Latteria Giorgio Formaggi Vini Birre\Via Porrettana, 56, 40033 Casalecchio di Reno BO\\051 562753\\BO\
Caseificio Boschetto Vecchio\Via Coronella, 155, 48017 Conselice RA\https://www.caseificioboschettovecchio.com/\0545 980130\\RA\
Caseificio Rosola\Via Rosola, 1083, 41059 Verucchia MO\https://caseificiorosola.it/\059 987115\info@caseificiorosola.it info@caseificiorosola.it.\MO\
Caseificio Rio San Michele\Via Giardini Sud, 327, 41026 Pavullo Nel Frignano MO\https://www.caseificioriosanmichele.it/\0536 41006\riosanmichele@msw.it\MO\
Santa Rita Bio Caseificio Sociale 1964\Via Pompeano, 2294, 41028 Serramazzoni MO\http://www.santaritabio.com/\0536 950193\\MO\
Caseificio Sociale La Guardia Societa' Agricola Cooperativa\Via Coscogno, 86, 41026 Pavullo nel Frignano MO\\0536 54033\\MO\
Cooperativa Casearia Poggioli Societa Cooperativa Agricola\Via Montanara, 1546, 41057 Spilamberto MO\http://poggiolicoopcasearia.it/\059 783155\caseificio.poggioli@gmail.com\MO\
Caseificio Lucchesi\Via Cassola, 19, 40053 Valsamoggia BO\http://www.caseificiolucchesi.com/\051 962133\info@caseificiolucchesi.com\BO\
Caseificio S. Orsola Di Pilati Riccardo\Via Sant Orsola, 1A, 42015 Correggio RE\\0522 692577\\RE\
Caseificio Valnirano\Via Nirano II Tronco, Fiorano Modenese, MO 41042\\0536 843838\\41042\
Societa' Agricola Caseificio Poggio Castro Srl\Via Giardini, 32, 41026 Pavullo Nel Frignano MO\http://www.poggiocastro.com/\0536 23963\\MO\
Coop Casearia Castelnovese\Via Cavidole, 6, 41051 Castelnuovo Rangone MO\http://www.coopcastelnovese.it/\059 535364\\MO\
Caseificio Nuova Superchia\67 Via S. Michele, Sassuolo, MO 41049, 41049 Sassuolo MO\\\\MO\
Vacondio Armando S.r.l..\Via Ancora, 13, 41049 Sassuolo MO\\0536 801352\\MO\
Caseificio\\\\\\
Caseificio Sociale Casello\Via Provinciale, 101A, 41025 Montecreto MO\http://www.caseificiocasello.it/\0536 65149\coop.cas.casello@gmail.com\MO\
Sae - antico caseificio valle del secchia\Via XXV Aprile, 50, 42013 Casalgrande RE\\0522 840096\\RE\
Pascoli Alti Di Montipo' Marco & C. Snc\Via S. Bartolomeo, 1, 42030 Villa Minozzo RE\https://www.caseificiopascolialti.it/\0522 818159\pascolialti57@gmail.com\RE\
ilcalernese di speroni giampaolo\Via Razza 12 Calerno Sant'Ilario D'enza Reggio Emilia, 42049 Calerno RE\http://www.ilcalernese.com/\329 280 9999\\RE\
Caseificio del Parco\Via Val Lonza, 4a, 42032 Ramiseto - Ventasso RE\http://caseificiodelparco.it/\0522 817108\info@caseificiodelparco.it mildhill@qodeinteractive.com\RE\
La Ciervo Mozzarella Di Bufala Snc\Via Fratelli Pietro e Alessandro Verri, 18, 42124 Reggio nell'Emilia RE\\0522 942431\\RE\
Caseificio di Gavasseto e Roncadella\Via Carlo Forlanini, 2, 42122 Roncadella RE\https://www.gavassetoeroncadella.it/\0522 340250\\RE\
Caseificio Gavasseto - Mercoled e venerd ricotta fresca\Via Sagacio Muti, 2, 42122 Gavasseto RE\https://www.gavassetoeroncadella.it/\0522 344420\\RE\
Nuovo Caseificio Fossolese Di Antonicelli Vincenzo & C. Snc\Via Oceano Atlantico, 2, 41012 Fossoli MO\https://www.nuovocaseificiofossolese.com/\059 660282\info@nuovocaseificiofossolese.com\MO\
Caseificio Villa Fogliano\Via E. Fermi, 59, 42123 Reggio Emilia RE\http://www.caseificiovillafogliano.it/\0522 520098\\RE\
CASEIFICIO CAVOLA s.c.a. - 993\Mauro Pagliarini, 4, 42010 Fora RE\http://www.993.it/\0522 806113\\RE\
Latteria Due Madonne\Via A. Lincoln, 3, 42124 Reggio Emilia RE\http://www.latteriaduemadonne.com/\0522 512151\ordini@latteriaduemadonne.com\RE\
Societ Cooperativa Agricola Quattro Castella\Edmondo De Amicis, 62, 42020 Quattro Castella RE\https://agricolaquattrocastella.it/\366 546 0030\\RE\
Caseificio di Castel Rocchero - Az. Agricola Andrea Bongiorni\Strada Castagnazza, 10, 14044 Castel Rocchero AT\https://www.instagram.com/caseificiocastelrocchero/\348 927 5460\\AT\
Latteria Sociale Casale Di Bismantova\42035, Via Casale, 10, 42035 Castelnovo ne' Monti RE\http://www.latteriabismantova.it/\0522 812069\info@latteriabismantova.it\RE\
Caseificio Sociale Cooperativo Castellazzi\Str. Argine Barcolo, 25, 43010 Roccabianca PR\\0524 597988\\PR\
Caseificio Sociale Zibello\Via Del Cappelletto, Polesine Parmense, PR 43010\\0524 99614\\43010\
Caseificio Formaggi Fratelli Carai\Localit Montemiccioli, 56048 Volterra PI\\345 002 7071\\PI\
Caseificio Gennari\Str. Varra Superiore, 14A, 43044 Collecchio PR\http://www.caseificiogennari.it/\0521 805947\info@caseificiogennari.it\PR\
Latteria La Grande\Via Case Melli, 80, 42024 Castelnovo di Sotto RE\http://www.latterialagrande.it/\0522 682572\\RE\
Latteria Sociale S. Pietro\Loc. Valestra, Via Malpasso, 1, 42033 Carpineti RE\http://www.latteriadivalestra.it/\0522 893514\\RE\
Salumificio Capelli\Via Stradone, 13A, 40023 Castel Guelfo di Bologna BO\http://www.salumificiocapelli.it/\0542 53218\\BO\
Centrale del latte Granarolo (BO)\Via Cadriano, 272, 40127 Bologna BO\\\\BO\
Distributore Fattoria S.Rocco\Via Ugo La Malfa, 25, 40013 Castel Maggiore BO\http://www.fattoriasanrocco.it/\\\BO\
Caseificio le Delizie\Via della Repubblica, 40, 40068 San Lazzaro di Savena BO\http://www.caseificiobufalaepassione.it/\051 498 5747\cas.ledelizie@gmail.com\BO\
Cooperativa San Silvestro\Via Sinistra Guerro, 95A, 41014 Castelvetro di Modena MO\https://www.coopsansilvestro.it/\059 790301\vandelli.adolfo@gmail.com\MO\
Azienda Agricola Fava Santino e Figli\Via Castelnuovo R., 41014 Castelvetro di Modena MO\http://www.favasantinoefigli.it/\059 702739\fava@favasantinoefigli.it info@favasantinoefigli.it\MO\
Nuova Latteria Fontana\Via Fontana, 12, 42048 Rubiera RE\https://www.latteriafontana.it/\0522 627552\\RE\
Caseificio 4 Madonne\Via R. Cartesio, 41, 42122 Bagno RE\https://www.caseificio4madonne.it/?utm_source=google&utm_medium=organic\\\RE\
Pedretti F.lli\Via della Repubblica, 98, 41018 San Cesario sul Panaro MO\http://www.fratellipedretti.com/\059 784055\\MO\
L'Angolo della Freschezza\Via Cadriano, 272, 40127 Bologna BO\https://www.langolodellafreschezza.eu/\051 500284\info@langolodellafreschezza.eu\BO\
Latteria Sociale Molinazza\Via Canale, 54, 42013 Casalgrande RE\http://www.latteriasocialemolinazza.it/\0522 840114\info@latteriasocialemolinazza.it\RE\
ROSSI f.lli srl\Via Mandrio, 18, 42010 Rio Saliceto RE\http://www.rossifratelli.net/\0522 699700\info@rossifratelli.net\RE\
Caseificio Sant'Antonio Di Pavullo\Via Giardini Nord, 155, 41026 Sant'Antonio MO\\0536 23200\\MO\
Albalat castelfranco emilia\Via Larga, 41013 Castelfranco Emilia MO\\\\MO\
Caseificio Ugolotti\Via Marco Emilio Lepido, 72, 43122 Parma PR\https://caseificiougolotti.com/?utm_source=GBP+&utm_medium=info&utm_campaign=site\0521 486769\caseificiougolotti@gmail.com\PR\
Caseificio Soc. Coop. Gruppo Tirelli\Via Marco Emilio Lepido, 72, 43122 Parma PR\https://caseificiougolotti.com/?utm_source=GBP+&utm_medium=info&utm_campaign=site\0521 486769\caseificiougolotti@gmail.com\PR\Caseificio Ugolotti
Casa Del Formaggio\Piazza Libert, 40035 Castiglione dei Pepoli BO\\0534 92588\\BO\
Coop. Caseificio Sociale Di Iddiano A.R.L.\Via Verica, 66, 41026 Pavullo Nel Frignano MO\https://www.caseificioiddiano.it/\0536 48165\caseificioiddiano@gmail.com iddiano@pec.mailcoop.it\MO\
Latteria Sociale Selvapiana Canossa - Caseificio di Montagna\Localita' Selvapiana, 72, 42026 Canossa RE\https://www.collinedicanossa.it/caseificio/\0522 878512\info@dalter.it app632@apps.aicod.it\RE\
Caseificio Sociale Campora E Sasso\35 Localita' Campora, Neviano Degli Arduini, PR 43024\https://www.caseificiocampora.it/\0521 846101\\43024\
Caseificio Sociale Della Pieve (S.R.L.)\2 Localita' Blica, Costa, PR 43028\\0521 868017\\43028\
Grana D'oro Vacche Rosse\Strada Neida, 10, 42025 Cavriago RE\http://www.granadoro.it/\0522 370782\info@granadoro.it\RE\
Caseificio Montecoppe\Via Montecoppe, 19, 4, 43044 Localit Ferlaro, PR\http://www.montecoppe.it/\0521 805942\\PR\
Caseificio Bernardi di Tognarelli Alex e Mirko e C. Snc\Via Radici, 7880, 41027 SantAnna, MO\\0536 78714\\MO\
Caseificio Sociale San Martino\Via Piani di Riva, 5, 43040 Viazzano PR\https://caseificio-san-martino-1.jimdosite.com/\0525 53101\\PR\
Caseificio Nuova Martignana\Via Martiniana, 281A, 41126 Baggiovara MO\http://www.caseificionuovamartignana.it/\059 510217\webmaster@caseificionuovamartignana.it\MO\
Caseificio Sociale Val Parmossa\Carpaneto, 68, 43028 Carpaneto PR\\0521 867226\\PR\
Il Casaro\Via di Mezzo Levante, 2027, 40014 Crevalcore BO\\051 982890\\BO\
Forno la Madia di Campioni Christian  Forno artigianale per prodotti dolci e salati  Bologna  Crevalcore\Via Sant'Agata, 84, 40014 Crevalcore BO\https://www.fornolamadia.it/\051 680 0209\champs@alice.it\BO\
4 Madonne Caseificio dell'Emilia Soc Coop A R L\Via Panaria Bassa, 73, 41030 Solara MO\https://www.caseificio4madonne.it/\059 901608\\MO\
Caseificio Sapori Campani - La Contadina S.r.l\Via Nicol Copernico, 5355, 41015 Nonantola MO\\059 545333\\MO\
Gruppo Caretti\Via Imbiani, 7, 40017 San Giovanni in Persiceto BO\\051 824811\\BO\
Latteria Sociale La Famigliare\Via S. Prospero, 17, 42015 Correggio RE\https://www.caseificio4madonne.it/blog-ed-eventi/articolo/la-famigliare-nuova-incorporazione\0522 692977\\RE\
Latteria Sociale Nuova Mandrio\Via Mandrio, 48, 42015 Correggio RE\https://www.latterianuovamandrio.it/\0522 699497\info@latterianuovamandrio.it support@latterianuovamandrio.it\RE\
Ravaglia Formaggi S.A.S. Di Ravaglia R. E Ravaglia M.\Str. Vignolese, 1126, 41126 Modena MO\\059 465055\\MO\
Caseificio Sociale S. Pietro\Via per Montegibbio, 165, 41049 Sassuolo MO\http://caseificiosanpietro.it/\0536 872807\info@caseificiosanpietro.it\MO\
Bioreggiani 2.0\Via Francesco Baracca 6A Recovato di, 41013 Castelfranco Emilia MO\http://bioreggiani.com/\059 510660\shop@bioreggiani.com\MO\
Salzano Rita\Via Zenzalose, 7, 41051 Montale MO\\059 531356\\MO\
Consorzio Vacche Rosse\Via Fratelli Rosselli, 412, 42123 Reggio Emilia RE\https://www.consorziovaccherosse.it/\0522 294655\\RE\
Caseificio Il Boiardo\Via delle Scuole, 5, 42019 Pratissolo RE\http://www.caseificioboiardo.it/\0522 767145\\RE\
Caseificio Sociale Zappiano\Via Zappiano, 7, 41012 Carpi MO\\059 699549\\MO\
Caseificio Dismano\Via Montebelvedere, 300, 41055 Montese MO\http://www.caseificiodismano.com/\059 983010\info@caseificiodismano.com\MO\
Albalat S.C.A.\Strada Cavetto Gherardo, 3, 41012 Carpi MO\\059 629617\\MO\
Caseificio Sociale San Pietro Societa Agricola Cooperativa\Via Benedello, 34, 41026 Benedello MO\\0536 20145\\MO\
Gli Autentici\Via del Lavoro, 3f, 42019 Bosco RE\http://gliautentici.com/\0522 857615\\RE\
Cavazza s.r.l.\Via Barcaroli, 42014 Castellarano RE\https://www.cavazzasrl.it/\0536 850035\cropped-Cavazza-logo-icon@4x-180x180.png cropped-Cavazza-logo-icon@4x-192x192.png cropped-Cavazza-logo-icon@4x-270x270.png cropped-Cavazza-logo-icon@4x-32x32.png\RE\
Caseificio Ca Bianca\Via per Casalgrande, 38, 42019 Arceto RE\\0522 989553\\RE\
Caseificio Rozzi Giuseppe Sas\Frazione Albareto, 146, 43012 Fontanellato PR\https://www.parmigianoreggiano.it/caseifici/caseificio-rozzi-giuseppe.aspx\0521 821227\consorzio@pec.parmigianoreggiano.it customerservice@parmigianoreggiano.it staff@parmigianoreggiano.it\PR\
Martinelli Romeo E C. (S.N.C.)\Via Giovanni Don Minzoni, 39, 43015 Noceto PR\https://www.parmigianoreggiano.com/it/caseifici/martinelli-romeo-c/\0521 625232\consorzio@pec.parmigianoreggiano.it customerservice@parmigianoreggiano.it staff@parmigianoreggiano.it\PR\
Caseificio Vicini Snc\Str. Brozzoli, 12, 43014 Medesano PR\\0525 421363\\PR\
Latteria Sociale San Bartolomeo S.C.R.L.\Via Parma, 208, 42028 Poviglio RE\\0522 680501\\RE\
Caseificio Basilica Nova\Via Argini Sud, 27, 43022 Montechiarugolo PR\\0521 681292\\PR\
Bandini Fausto S.N.C.\Via Bombodolo, 8, 43015 Noceto PR\\0521 629144\\PR\
Caseificio Allegro\Via Fontanese, 34, 42024 Castelnovo di Sotto RE\https://caseificioallegro.it/\0522 960537\\RE\
Pagliarini Daniela\Via Gruara, 99, 42028 Poviglio RE\\0522 969286\\RE\
Azienda Agricola e Caseificio La Primavera dei F.lli Onesti Rodolfo, Sergio e Giulio S.S.\Via Nazionale Emilia, 90, 43015 Sanguinaro PR\\0521 825172\\PR\
Caseificio La Contadina - Punto Vendita\Via Gramsci, 98, 42124 Reggio Emilia RE\http://www.contadina.it/\0522 272584\info@lacontadina.it 20info@lacontadina.it\RE\
LATTERIA SOCIALE CENTRO DI RUBBIANINO\Via Dante Freddi, 396, 42123 San Bartolomeo RE\\0522 371475\\RE\
